今回レース,馬名,年月日,場,レース名,距離,馬場,頭数,人気,着順,騎手,斤量,馬体重,タイム,着差,horse_id,race_id,日付
4,ゴールデンアイル,2025年7月30日,門別,ホクレンパールライス(C3),ダ1000,,0,,,及川烈,54.0,計不,,,2021101144,202630071604,2025-07-30
8,オールスパイス,2026年5月21日,門別,グランシャリオドリー(C3),ダ1000,良,0,,,黒澤愛斗,55.0,482(+2),,,2022101519,202630071608,2026-05-21
9,ゼファーバローズ,2026年5月21日,門別,グランシャリオドリー(C3),ダ1000,良,0,,,岩橋勇二,57.0,490(+4),,,2020103777,202630071609,2026-05-21
9,エスカルチャ,2025年12月14日,水沢,ビッグレッドファーム(C1),ダ1400,不,0,,,塚本涼人,56.0,計不,,,2021101673,202630071609,2025-12-14
10,ブッシュドノエル,2026年5月21日,門別,ステラヴェローチェ賞(C3),ダ1700,良,0,,,藤田凌駕,53.0,428(+4),,,2018105013,202630071610,2026-05-21
10,マジックライン,2026年5月21日,門別,ステラヴェローチェ賞(C3),ダ1700,良,0,,,岩橋勇二,57.0,502(-2),,,2021106966,202630071610,2026-05-21
10,ドクターストップ,2025年7月30日,門別,グランシャリオドリー(C3),ダ1200,,0,,,服部茂史,55.0,計不,,,2022105608,202630071610,2025-07-30
10,カムイノウタゲ,2026年5月21日,門別,ステラヴェローチェ賞(C3),ダ1700,良,0,,,黒澤愛斗,57.0,478(-2),,,2022106492,202630071610,2026-05-21
10,レーザーベルン,2025年7月30日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1700,,0,,,落合玄太,55.0,計不,,,2023101746,202630071610,2025-07-30
10,レッドコート,2026年5月21日,門別,ステラヴェローチェ賞(C3),ダ1700,良,0,,,阿岸潤一,57.0,482(-6),,,2021102678,202630071610,2026-05-21
10,ユニコーンホエール,2025年7月30日,門別,ホクレンパールライス(C3),ダ1000,,0,,,松井伸也,57.0,計不,,,2022102517,202630071610,2025-07-30
11,ピンクヴェノム,2025年7月30日,門別,ホクレン玉ねぎ「真白(A1),ダ1200,,0,,,黒澤愛斗,53.0,計不,,,2021101189,202630071611,2025-07-30
12,スターオブフェザー,2025年7月30日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1700,,0,,,石川倭,55.0,計不,,,2023100822,202630071612,2025-07-30
1,ジャスパーロマン,2026年6月24日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,良,10,10,10,松井伸也,55,438(0),1:09.8,7.0,2024104394,202630071601,2026-06-24
1,ハッピーアフリート,2026年7月2日,門別,2歳未勝利(未勝利),ダ1100,良,9,6,6,藤田凌駕,53,380(+2),1:11.5,1.7,2024101495,202630071601,2026-07-02
1,ハッピーアフリート,2026年6月10日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,稍,10,10,7,藤田凌駕,53,378(0),1:04.9,2.3,2024101495,202630071601,2026-06-10
1,フェリンヴァラー,2026年7月1日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,9,9,5,小野楓馬,55,474(0),1:10.4,2.4,2024101042,202630071601,2026-07-01
1,リュウノソイジャー,2026年7月2日,門別,2歳未勝利(未勝利),ダ1100,良,9,,除,阿部龍,55,444(-6),,,2024102136,202630071601,2026-07-02
1,リュウノソイジャー,2026年6月11日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1200,良,9,6,7,落合玄太,55,450(0),1:17.8,3.6,2024102136,202630071601,2026-06-11
1,ライトビーンズ,2026年6月30日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1200,良,8,6,8,黒澤愛斗,55,412(-4),1:17.2,2.0,2024104266,202630071601,2026-06-30
1,ライトビーンズ,2026年6月18日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1200,良,9,6,4,黒澤愛斗,55,416(+4),1:16.1,1.1,2024104266,202630071601,2026-06-18
1,ライトビーンズ,2026年6月4日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1100,良,9,6,4,黒澤愛斗,55,412(-2),1:10.3,1.8,2024104266,202630071601,2026-06-04
1,ライトビーンズ,2026年5月20日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,9,6,6,黒澤愛斗,55,414(0),1:10.7,1.7,2024104266,202630071601,2026-05-20
1,リコーツェッペリン,2026年6月30日,門別,2歳未勝利(未勝利),ダ1000,良,12,6,6,近藤翔月,54,448(-6),1:03.6,2.3,2024101256,202630071601,2026-06-30
1,リコーツェッペリン,2026年6月11日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,12,7,6,近藤翔月,54,454(0),1:11.0,2.9,2024101256,202630071601,2026-06-11
1,コンチワッチ,2026年6月17日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1100,良,12,7,7,井上瑛太,55,474(-4),1:10.0,2.2,2024109058,202630071601,2026-06-17
1,コンチワッチ,2026年6月3日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,良,12,10,4,井上瑛太,55,478(0),1:02.9,1.0,2024109058,202630071601,2026-06-03
1,ドリームパッション,2026年6月23日,門別,2歳未勝利(未勝利),ダ1000,稍,12,3,4,岩橋勇二,55,458(-2),1:03.3,0.6,2024105621,202630071601,2026-06-23
1,ドリームパッション,2026年5月27日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,良,9,1,3,岩橋勇二,55,460(0),1:03.0,0.5,2024105621,202630071601,2026-05-27
1,イグレックリヤン,2026年6月30日,門別,2歳未勝利(未勝利),ダ1000,良,12,12,12,宮内勇樹,55,422(-4),1:06.9,5.6,2024102175,202630071601,2026-06-30
1,イグレックリヤン,2026年6月3日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,良,12,8,11,宮内勇樹,55,426(0),1:06.1,4.2,2024102175,202630071601,2026-06-03
1,マナラニアケア,2026年7月2日,門別,2歳未勝利(未勝利),ダ1100,良,9,9,5,岩橋勇二,55,450(+12),1:11.2,1.4,2024102399,202630071601,2026-07-02
1,マナラニアケア,2026年6月17日,門別,日高町の地酒「縁」と(未勝利)(2歳),ダ1000,良,12,9,10,宮内勇樹,55,438(-4),1:04.5,2.5,2024102399,202630071601,2026-06-17
1,マナラニアケア,2026年5月21日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,9,9,9,服部茂史,55,442(0),1:12.1,4.1,2024102399,202630071601,2026-05-21
1,アンクルチャーリー,2026年6月30日,門別,2歳未勝利(未勝利),ダ1200,良,11,11,11,宮内勇樹,55,440(-8),1:18.5,3.7,2024105521,202630071601,2026-06-30
1,アンクルチャーリー,2026年6月17日,門別,日高町の地酒「縁」と(未勝利)(2歳),ダ1000,良,12,7,9,服部茂史,55,448(+14),1:04.3,2.3,2024105521,202630071601,2026-06-17
1,アンクルチャーリー,2026年5月20日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,良,10,4,9,服部茂史,55,434(0),1:05.7,3.6,2024105521,202630071601,2026-05-20
1,ルナベレッツァ,2026年5月26日,門別,2歳未勝利(未勝利),ダ1100,稍,12,1,6,近藤翔月,54,448(-6),1:10.4,1.8,2024107280,202630071601,2026-05-26
1,ルナベレッツァ,2026年5月13日,門別,2歳未勝利(未勝利),ダ1100,良,9,6,2,岩橋勇二,55,454(+10),1:10.1,1.0,2024107280,202630071601,2026-05-13
1,ルナベレッツァ,2026年4月23日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,稍,7,6,5,岩橋勇二,55,444(0),1:10.7,2.1,2024107280,202630071601,2026-04-23
2,レラノア,2026年7月2日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1700,良,8,8,7,宮内勇樹,55,468(+10),1:56.3,2.2,2024105527,202630071602,2026-07-02
2,レラノア,2026年6月11日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,12,9,12,黒澤愛斗,55,458(0),1:12.0,3.9,2024105527,202630071602,2026-06-11
2,ケイキカーネ,2026年6月30日,門別,2歳未勝利(未勝利),ダ1200,良,11,8,8,阿部龍,55,456(-4),1:17.8,3.0,2024108167,202630071602,2026-06-30
2,ケイキカーネ,2026年6月11日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,12,5,8,桑村真明,55,460(0),1:11.4,3.3,2024108167,202630071602,2026-06-11
2,ケイキカーネ,2026年5月28日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,稍,8,,取,井上俊彦,55,計不,,,2024108167,202630071602,2026-05-28
2,リガンド,2026年7月2日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1700,良,8,2,5,石川倭,55,482(+6),1:55.2,1.1,2024100373,202630071602,2026-07-02
2,リガンド,2026年6月4日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1700,良,8,1,2,石川倭,55,476(-2),1:54.6,0.2,2024100373,202630071602,2026-06-04
2,リガンド,2026年5月21日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1700,良,9,4,2,石川倭,55,478(0),1:53.7,1.8,2024100373,202630071602,2026-05-21
2,カルリトス,2026年7月2日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1200,良,8,6,5,石川倭,55,466(0),1:18.6,3.1,2024101536,202630071602,2026-07-02
2,リヴァールミナス,2026年7月2日,門別,2歳未勝利(未勝利),ダ1700,良,7,2,4,服部茂史,55,468(-4),1:57.0,1.9,2024102275,202630071602,2026-07-02
2,リヴァールミナス,2026年6月18日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1200,良,9,1,2,服部茂史,55,472(-2),1:15.9,0.9,2024102275,202630071602,2026-06-18
2,リヴァールミナス,2026年6月3日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1200,良,12,1,2,服部茂史,55,474(+4),1:15.7,1.2,2024102275,202630071602,2026-06-03
2,リヴァールミナス,2026年5月20日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1200,良,9,2,2,服部茂史,55,470(+8),1:15.2,0.1,2024102275,202630071602,2026-05-20
2,リヴァールミナス,2026年4月23日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,稍,7,1,4,服部茂史,55,462(0),1:10.5,1.9,2024102275,202630071602,2026-04-23
2,エカヒリオ,2026年6月17日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,8,5,4,井上瑛太,55,422(0),1:10.5,0.8,2024102188,202630071602,2026-06-17
2,ナーランガ,2026年7月2日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1200,良,8,3,2,桑村真明,55,482(0),1:16.8,1.3,2024105803,202630071602,2026-07-02
2,リュウノゴウワン,2026年7月2日,門別,2歳未勝利(未勝利),ダ1700,良,7,4,3,近藤翔月,54,496(-6),1:56.8,1.7,2024109005,202630071602,2026-07-02
2,リュウノゴウワン,2026年6月17日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1100,良,12,10,8,近藤翔月,54,502(+2),1:10.0,2.2,2024109005,202630071602,2026-06-17
2,リュウノゴウワン,2026年5月27日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,良,9,7,5,近藤翔月,54,500(0),1:03.7,1.2,2024109005,202630071602,2026-05-27
2,クリシュナラブリー,2026年6月24日,門別,2歳未勝利(未勝利),ダ1200,稍,12,8,2,井上瑛太,55,462(-8),1:17.0,0.0,2024100052,202630071602,2026-06-24
2,クリシュナラブリー,2026年6月3日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1200,良,12,9,8,宮内勇樹,55,470(-6),1:17.4,2.9,2024100052,202630071602,2026-06-03
2,クリシュナラブリー,2026年5月21日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1700,良,9,8,6,小野楓馬,55,476(0),1:56.4,4.5,2024100052,202630071602,2026-05-21
2,トシデンセツ,2026年6月24日,門別,2歳未勝利(未勝利),ダ1500,良,9,4,2,小野楓馬,55,462(-6),1:42.0,0.4,2024100146,202630071602,2026-06-24
2,トシデンセツ,2026年6月11日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1200,良,9,5,4,小野楓馬,55,468(0),1:17.1,2.9,2024100146,202630071602,2026-06-11
2,バンシイハーピー,2026年6月24日,門別,2歳未勝利(未勝利),ダ1200,稍,12,5,9,松井伸也,55,438(+2),1:18.0,1.0,2024100394,202630071602,2026-06-24
2,バンシイハーピー,2026年6月4日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,10,5,6,井上瑛太,55,436(0),1:10.5,1.2,2024100394,202630071602,2026-06-04
3,ディアスプリンター,2026年6月30日,門別,2歳未勝利(未勝利),ダ1200,良,11,4,5,石川倭,55,434(+4),1:16.8,2.0,2024103124,202630071603,2026-06-30
3,ディアスプリンター,2026年6月9日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1000,重,8,5,4,阿部龍,55,430(-4),1:02.5,1.1,2024103124,202630071603,2026-06-09
3,ディアスプリンター,2026年5月27日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1000,良,8,5,4,石川倭,55,434(0),1:03.2,0.4,2024103124,202630071603,2026-05-27
3,ディアスプリンター,2026年5月13日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,12,3,9,石川倭,55,434(0),1:11.9,3.2,2024103124,202630071603,2026-05-13
3,シャディアラ,2026年6月25日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,12,8,3,藤田凌駕,53,516(0),1:09.6,0.9,2024105536,202630071603,2026-06-25
3,スターリーローラー,2026年6月30日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1200,良,8,3,6,宮内勇樹,55,474(+8),1:16.6,1.4,2024103325,202630071603,2026-06-30
3,スターリーローラー,2026年6月11日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1100,良,11,4,4,黒澤愛斗,55,466(0),1:09.4,0.5,2024103325,202630071603,2026-06-11
3,スターリーローラー,2026年5月28日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1200,稍,8,7,3,黒澤愛斗,55,466(0),1:16.3,0.4,2024103325,202630071603,2026-05-28
3,ティンバリートス,2026年7月2日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1700,良,8,1,2,落合玄太,55,488(+6),1:54.7,0.6,2024106462,202630071603,2026-07-02
3,ティンバリートス,2026年5月21日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1700,良,9,2,3,落合玄太,55,482(0),1:54.0,2.1,2024106462,202630071603,2026-05-21
3,ライヴユアドリーム,2026年7月2日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1700,良,8,6,3,阿部龍,55,442(+8),1:54.9,0.8,2024105176,202630071603,2026-07-02
3,ライヴユアドリーム,2026年6月17日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1100,良,12,5,6,桑村真明,55,434(+2),1:09.9,2.1,2024105176,202630071603,2026-06-17
3,ライヴユアドリーム,2026年5月28日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,稍,8,4,2,阿部龍,55,432(0),1:03.2,2.3,2024105176,202630071603,2026-05-28
3,カストール,2026年6月24日,門別,2歳未勝利(未勝利),ダ1500,良,9,1,1,服部茂史,55,472(+10),1:41.6,-0.4,2024107126,202630071603,2026-06-24
3,カストール,2026年5月14日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,良,11,6,6,服部茂史,55,462(0),1:03.3,1.1,2024107126,202630071603,2026-05-14
3,リュウノマッスル,2026年6月23日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1000,稍,9,2,6,宮内勇樹,55,452(-2),1:03.8,1.8,2024100174,202630071603,2026-06-23
3,リュウノマッスル,2026年6月9日,門別,2歳未勝利(未勝利),ダ1000,重,11,1,1,宮内勇樹,55,454(+2),1:01.7,0.0,2024100174,202630071603,2026-06-09
3,リュウノマッスル,2026年5月27日,門別,JRA認定競走アタッ(未勝利)(2歳),ダ1000,良,8,2,2,宮内勇樹,55,452(0),1:03.0,0.2,2024100174,202630071603,2026-05-27
3,リュウノマッスル,2026年5月14日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,7,2,2,宮内勇樹,55,452(0),1:10.0,1.3,2024100174,202630071603,2026-05-14
3,リュウノマッスル,2026年4月16日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1100,良,7,,取,井上瑛太,55,計不,,,2024100174,202630071603,2026-04-16
3,ベストメッセージ,2026年7月2日,門別,2歳未勝利(未勝利),ダ1700,良,7,3,5,桑村真明,55,482(0),1:57.5,2.4,2024101453,202630071603,2026-07-02
3,ベストメッセージ,2026年6月10日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1000,稍,12,5,3,桑村真明,55,482(0),1:03.5,1.3,2024101453,202630071603,2026-06-10
3,クラウンアウォーズ,2026年6月25日,門別,JRA認定競走フレッ(新馬)(2歳),ダ1700,良,5,2,2,石川倭,55,502(0),1:55.6,1.0,2024105786,202630071603,2026-06-25
4,スズオリーブ,2026年7月2日,門別,3歳以上C4ー2,ダ1000,良,11,10,4,藤田凌駕,53,458(-8),1:03.3,0.8,2017104231,202630071604,2026-07-02
4,スズオリーブ,2026年6月18日,門別,とみくるマルシェ賞(C4),ダ1200,良,13,13,13,藤田凌駕,53,466(+8),1:18.9,3.6,2017104231,202630071604,2026-06-18
4,スズオリーブ,2026年6月4日,門別,えんどう豆生まれドリ(C4),ダ1200,良,13,12,11,藤田凌駕,53,458(+8),1:17.6,3.3,2017104231,202630071604,2026-06-04
4,スズオリーブ,2026年5月20日,門別,グランシャリオドリー(C4),ダ1200,良,14,11,9,藤田凌駕,53,450(-6),1:16.6,1.6,2017104231,202630071604,2026-05-20
4,スズオリーブ,2026年5月6日,門別,3歳以上C4ー2,ダ1000,稍,12,11,7,藤田凌駕,53,456(-2),1:03.3,1.6,2017104231,202630071604,2026-05-06
4,スズオリーブ,2026年4月23日,門別,3歳以上C4ー2,ダ1000,稍,12,12,7,藤田凌駕,53,458(+6),1:03.2,1.3,2017104231,202630071604,2026-04-23
4,スズオリーブ,2025年11月13日,門別,3歳以上C3ー2C4,ダ1000,稍,12,12,12,若杉朝飛,52,452(-6),1:03.7,2.0,2017104231,202630071604,2025-11-13
4,スズオリーブ,2025年11月3日,門別,鍛えた日々に喝采を特(C4),ダ1000,重,8,5,2,藤田凌駕,53,458(+4),1:04.2,0.9,2017104231,202630071604,2025-11-03
4,スズオリーブ,2025年10月21日,門別,バンダ特別(C4),ダ1000,稍,8,8,4,岩橋勇二,55,454(-8),1:03.6,0.5,2017104231,202630071604,2025-10-21
4,スズオリーブ,2025年10月7日,門別,3歳以上C4ー2,ダ1200,良,12,10,12,藤田凌駕,53,462(0),1:18.3,1.7,2017104231,202630071604,2025-10-07
4,スズオリーブ,2025年9月23日,門別,松山光プロジェクト特(C4),ダ1000,稍,8,8,8,藤田凌駕,52,462(+10),1:04.2,2.3,2017104231,202630071604,2025-09-23
4,スズオリーブ,2025年9月9日,門別,ダリア特別(C4),ダ1000,稍,12,7,8,藤田凌駕,52,452(-4),1:03.3,0.5,2017104231,202630071604,2025-09-09
4,スズオリーブ,2025年8月28日,門別,ポイント10倍!SP(C4),ダ1000,良,12,3,2,藤田凌駕,52,456(0),1:03.5,0.4,2017104231,202630071604,2025-08-28
4,スズオリーブ,2025年8月12日,門別,3歳以上C4ー3,ダ1000,良,9,6,3,藤田凌駕,52,456(+8),1:03.3,0.4,2017104231,202630071604,2025-08-12
4,スズオリーブ,2025年7月29日,門別,3歳以上C4ー3,ダ1000,重,9,6,6,秋元耕成,55,448(-2),1:03.6,0.5,2017104231,202630071604,2025-07-29
4,スズオリーブ,2025年7月15日,門別,グランシャリオドリー(C4),ダ1000,稍,12,9,7,若杉朝飛,52,450(-4),1:03.9,1.3,2017104231,202630071604,2025-07-15
4,プチビーンズ,2026年6月30日,門別,ホクレンBB肥料賞(C4),ダ1000,良,8,4,4,黒澤愛斗,55,454(+2),1:03.6,0.5,2022100086,202630071604,2026-06-30
4,プチビーンズ,2026年6月17日,門別,日高山脈襟裳十勝国立(C4),ダ1000,良,11,3,4,黒澤愛斗,55,452(-2),1:03.2,1.1,2022100086,202630071604,2026-06-17
4,プチビーンズ,2026年6月4日,門別,3歳以上C4ー2,ダ1000,良,12,6,4,桑村真明,55,454(0),1:03.1,1.3,2022100086,202630071604,2026-06-04
4,プチビーンズ,2026年5月21日,門別,3歳以上C4ー2,ダ1000,良,12,4,5,黒澤愛斗,55,454(-4),1:02.9,1.0,2022100086,202630071604,2026-05-21
4,プチビーンズ,2026年5月6日,門別,3歳以上C4ー2,ダ1000,稍,12,7,4,黒澤愛斗,55,458(-4),1:02.7,1.0,2022100086,202630071604,2026-05-06
4,プチビーンズ,2026年4月22日,門別,グランシャリオドリー(C4),ダ1000,稍,9,2,1,黒澤愛斗,55,462(+9),1:03.0,-0.2,2022100086,202630071604,2026-04-22
4,プチビーンズ,2026年2月26日,浦和,浦和800ラウンド(C2),ダ800,不,10,6,4,西啓太,54,453(+4),0:48.6,0.5,2022100086,202630071604,2026-02-26
4,プチビーンズ,2026年2月4日,川崎,百雷賞(C2),ダ900,良,12,9,12,桑村真明,54,449(+2),0:57.6,2.4,2022100086,202630071604,2026-02-04
4,プチビーンズ,2026年1月9日,浦和,浦和800ラウンド(C2),ダ800,良,12,8,11,桑村真明,54,447(-4),0:50.7,1.9,2022100086,202630071604,2026-01-09
4,プチビーンズ,2025年12月25日,浦和,そうだ!東松山にいこ(C2C3),ダ800,重,9,3,2,中山遥人,53,451(-2),0:49.4,0.3,2022100086,202630071604,2025-12-25
4,プチビーンズ,2025年11月26日,浦和,浦和800ラウンド(C2C3),ダ800,良,12,1,10,西啓太,55,453(-13),0:50.3,1.1,2022100086,202630071604,2025-11-26
4,プチビーンズ,2025年9月18日,門別,伊藤忠エネクス賞(C4),ダ1000,良,7,1,4,桑村真明,55,466(0),1:03.3,0.4,2022100086,202630071604,2025-09-18
4,プチビーンズ,2025年9月4日,門別,3歳以上C4ー4,ダ1000,稍,9,1,1,桑村真明,55,466(0),1:03.2,-0.3,2022100086,202630071604,2025-09-04
4,プチビーンズ,2025年8月21日,門別,3歳以上C4ー4,ダ1000,稍,12,2,2,藤田凌駕,52,466(0),1:04.1,0.4,2022100086,202630071604,2025-08-21
4,プチビーンズ,2025年7月22日,門別,3歳以上C4ー4,ダ1000,良,12,3,4,桑村真明,55,466(0),1:03.9,0.6,2022100086,202630071604,2025-07-22
4,プチビーンズ,2025年7月10日,門別,グランシャリオドリー(C4),ダ1000,良,9,1,3,桑村真明,55,466(0),1:02.4,0.0,2022100086,202630071604,2025-07-10
4,ポートエレン,2026年6月4日,門別,えんどう豆生まれドリ(C4),ダ1200,良,13,3,3,桑村真明,55,424(-6),1:16.5,2.2,2023100546,202630071604,2026-06-04
4,ポートエレン,2026年5月14日,門別,フロイラインスプリン(重賞),ダ1200,良,13,5,6,桑村真明,55,430(0),1:16.1,2.7,2023100546,202630071604,2026-05-14
4,ポートエレン,2026年4月22日,門別,3歳条件未勝利(未勝利),ダ1000,稍,8,1,1,桑村真明,55,430(0),1:02.4,-0.1,2023100546,202630071604,2026-04-22
4,アミラジオネ,2026年6月30日,門別,ホクレンBB肥料賞(C4),ダ1000,良,8,1,3,宮内勇樹,55,474(+6),1:03.5,0.4,2022100043,202630071604,2026-06-30
4,アミラジオネ,2026年6月4日,船橋,C2四　五六　イ(C2五),ダ1200,重,11,6,8,澤田龍哉,54,468(-3),1:18.3,1.6,2022100043,202630071604,2026-06-04
4,アミラジオネ,2026年5月7日,船橋,馬い!淡路洲本農園し(C2八),ダ1200,良,12,4,5,澤田龍哉,54,471(+5),1:17.2,1.2,2022100043,202630071604,2026-05-07
4,アミラジオネ,2026年4月3日,船橋,C2六　七八　ウ(C2七),ダ1200,稍,12,5,8,澤田龍哉,54,466(+1),1:18.1,1.6,2022100043,202630071604,2026-04-03
4,アミラジオネ,2026年3月10日,船橋,馬い!熊本菊池水田ご(C2五),ダ1200,稍,12,6,9,篠谷葵,54,465(-7),1:17.8,1.7,2022100043,202630071604,2026-03-10
4,アミラジオネ,2025年12月10日,船橋,韋駄天走スプリント(C2),ダ1200,良,9,1,3,矢野貴之,54,472(0),1:16.3,0.9,2022100043,202630071604,2025-12-10
4,アミラジオネ,2025年11月6日,船橋,馬い!八丈島西浜レモ(C2八),ダ1200,稍,12,1,2,御神本訓,54,472(+5),1:16.2,0.2,2022100043,202630071604,2025-11-06
4,アミラジオネ,2025年10月2日,船橋,金沢競馬大雨災害復興(3歳),ダ1200,稍,12,1,2,矢野貴之,54,467(-1),1:16.0,1.7,2022100043,202630071604,2025-10-02
4,アミラジオネ,2025年8月23日,中京,3歳未勝利,芝1200,良,18,13,10,長岡禎仁,55,468(-2),1:08.8,1.0,2022100043,202630071604,2025-08-23
4,アミラジオネ,2025年8月2日,新潟,3歳未勝利,ダ1200,良,15,5,6,水沼元輝,52,470(+4),1:13.2,0.8,2022100043,202630071604,2025-08-02
4,アミラジオネ,2025年7月20日,福島,3歳未勝利,ダ1150,良,15,4,3,水沼元輝,52,466(+2),1:09.9,0.1,2022100043,202630071604,2025-07-20
4,アミラジオネ,2025年6月1日,東京,3歳未勝利,ダ1400,重,15,10,6,水沼元輝,52,464(0),1:24.9,0.9,2022100043,202630071604,2025-06-01
4,アミラジオネ,2025年3月29日,中山,3歳未勝利,ダ1200,良,16,13,6,水沼元輝,52,464(-6),1:13.2,1.9,2022100043,202630071604,2025-03-29
4,アミラジオネ,2025年1月19日,中山,3歳未勝利,ダ1800,良,16,9,11,江田照男,55,470(0),1:59.6,3.3,2022100043,202630071604,2025-01-19
4,アミラジオネ,2024年12月28日,中山,2歳未勝利,芝1600,良,16,10,14,江田照男,55,470(+8),1:36.7,1.6,2022100043,202630071604,2024-12-28
4,アミラジオネ,2024年10月26日,東京,2歳新馬,芝1400,良,13,8,7,木幡巧也,55,462(0),1:24.3,1.2,2022100043,202630071604,2024-10-26
4,ルックスライクパツ,2026年7月2日,門別,3歳以上C4ー2,ダ1000,良,11,7,6,岩橋勇二,57,530(-2),1:03.7,1.2,2021101882,202630071604,2026-07-02
4,ルックスライクパツ,2026年6月17日,門別,日高山脈襟裳十勝国立(C4),ダ1000,良,11,8,8,岩橋勇二,57,532(-8),1:05.0,2.9,2021101882,202630071604,2026-06-17
4,ルックスライクパツ,2026年5月21日,門別,3歳以上C4ー2,ダ1000,良,12,6,12,岩橋勇二,57,540(+2),1:07.8,5.9,2021101882,202630071604,2026-05-21
4,ルックスライクパツ,2026年4月30日,門別,3歳以上C4ー2,ダ1000,良,12,7,10,岩橋勇二,57,538(-2),1:04.3,1.7,2021101882,202630071604,2026-04-30
4,ルックスライクパツ,2025年11月11日,門別,2月23日は工場夜景(C2),ダ1000,稍,9,7,9,宮内勇樹,57,540(+4),1:04.5,3.1,2021101882,202630071604,2025-11-11
4,ルックスライクパツ,2025年10月30日,門別,3歳以上C3ー2C4,ダ1000,稍,12,9,2,宮内勇樹,57,536(+6),1:02.7,0.2,2021101882,202630071604,2025-10-30
4,ルックスライクパツ,2025年10月16日,門別,3歳以上C3ー2C4,ダ1000,稍,10,7,10,岩橋勇二,57,530(+2),1:04.5,1.9,2021101882,202630071604,2025-10-16
4,ルックスライクパツ,2025年10月2日,門別,3歳以上C3ー2C4,ダ1000,稍,12,4,6,落合玄太,57,528(+8),1:03.2,2.2,2021101882,202630071604,2025-10-02
4,ルックスライクパツ,2025年6月11日,大井,C2七　八九(C2八),ダ1200,不,12,12,11,安藤洋一,56,520(+4),1:17.7,4.2,2021101882,202630071604,2025-06-11
4,ルックスライクパツ,2025年5月21日,大井,C2八　九,ダ1200,稍,14,13,14,安藤洋一,56,516(+1),1:16.4,3.3,2021101882,202630071604,2025-05-21
4,ルックスライクパツ,2025年5月1日,大井,C2七　八,ダ1200,稍,13,9,13,安藤洋一,56,515(-12),1:16.7,3.5,2021101882,202630071604,2025-05-01
