race_id,日付,レース,馬名,AREru指数,人気,実着順,3着内,AREru順位,人気補正,補正AREru指数,補正順位
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde0110202602060420260712%2F94,2026-07-12,4,フェブリノ,23.33,6.0,8.0,False,1,12.5,35.83,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601070120260704/21,2026-07-04,1,テイクケア,20.0,7.0,5.0,False,3,15.0,35.0,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601070220260704/D6,2026-07-04,2,デイズインザサン,19.83,11.0,13.0,False,2,25.0,44.83,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601070320260704/8B,2026-07-04,3,テリオスリコ,12.2,11.0,4.0,False,6,25.0,37.2,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601070420260704/40,2026-07-04,4,グローリアスダンス,10.5,15.0,12.0,False,4,35.0,45.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601070520260704/F5,2026-07-04,5,リアルクウカイ,0.0,5.0,2.0,True,2,10.0,10.0,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601070620260704/AA,2026-07-04,6,ライヴマルガリータ,9.73,13.0,9.0,False,5,30.0,39.730000000000004,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601070720260704/5F,2026-07-04,7,ココソラーレ,5.73,10.0,7.0,False,7,22.5,28.23,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601070820260704/14,2026-07-04,8,ペリプルス,19.13,3.0,5.0,False,1,5.0,24.13,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601070920260704/C9,2026-07-04,9,マイバラード,20.33,7.0,6.0,False,1,15.0,35.33,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601071020260704/BE,2026-07-04,10,オセアバトルプラン,15.8,12.0,3.0,True,7,27.5,43.3,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601071120260704/73,2026-07-04,11,ウィルオレオール,9.07,16.0,12.0,False,8,37.5,46.57,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601071220260704/28,2026-07-04,12,イサギ,13.33,7.0,5.0,False,2,15.0,28.33,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601080120260705/51,2026-07-05,1,キチロクタワー,32.0,4.0,3.0,True,1,7.5,39.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601080220260705/06,2026-07-05,2,ロードベルファスト,7.73,11.0,7.0,False,7,25.0,32.730000000000004,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601080320260705/BB,2026-07-05,3,レースクイーン,17.0,10.0,4.0,False,3,22.5,39.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601080420260705/70,2026-07-05,4,レオダーム,21.0,12.0,16.0,False,2,27.5,48.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601080520260705/25,2026-07-05,5,サトノパラディ,0.0,5.0,5.0,False,5,10.0,10.0,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601080620260705/DA,2026-07-05,6,デルマノリクラ,8.73,16.0,15.0,False,9,37.5,46.230000000000004,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601080720260705/8F,2026-07-05,7,マインセーラ,14.87,7.0,8.0,False,4,15.0,29.869999999999997,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601080820260705/44,2026-07-05,8,ブリスフル,23.2,7.0,6.0,False,1,15.0,38.2,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601080920260705/F9,2026-07-05,9,マルプリ,11.8,15.0,14.0,False,6,35.0,46.8,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601081020260705/EE,2026-07-05,10,リアルファインド,29.07,8.0,6.0,False,1,17.5,46.57,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601081120260705/A3,2026-07-05,11,アスクデビューモア,15.4,10.0,9.0,False,4,22.5,37.9,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601081220260705/58,2026-07-05,12,グランフィエルテ,24.89,2.0,8.0,False,1,2.5,27.39,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601090120260711/2A,2026-07-11,1,ワイドウィンザー,28.0,4.0,3.0,True,1,7.5,35.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601090220260711/DF,2026-07-11,2,サマースプラッシュ,14.27,13.0,9.0,False,6,30.0,44.269999999999996,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601090320260711/94,2026-07-11,3,ブルーハーツ,11.33,16.0,13.0,False,7,37.5,48.83,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601090420260711/49,2026-07-11,4,ケナゲ,27.33,6.0,5.0,False,1,12.5,39.83,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601090520260711/FE,2026-07-11,5,レジェンドヴァーサ,0.0,11.0,11.0,False,11,25.0,25.0,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601090620260711/B3,2026-07-11,6,ミスチヴマリアンヌ,13.53,9.0,7.0,False,3,20.0,33.53,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601090720260711/68,2026-07-11,7,クシマトゥルー,26.21,8.0,14.0,False,2,17.5,43.71,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601090820260711/1D,2026-07-11,8,ブリスフル,20.0,10.0,6.0,False,1,22.5,42.5,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601090920260711/D2,2026-07-11,9,エトワールブーケ,29.78,6.0,3.0,True,1,12.5,42.28,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601091020260711/C7,2026-07-11,10,ジーベック,14.07,10.0,8.0,False,3,22.5,36.57,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601091120260711/7C,2026-07-11,11,ウィープディライト,6.33,12.0,8.0,False,9,27.5,33.83,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601091220260711/31,2026-07-11,12,ジュウオウ,8.53,8.0,7.0,False,6,17.5,26.03,1.0
https://www.jra.go.jp/JRADB/accessS.html?CNAME=pw01sde1002202601100120260712/EC,2026-07-12,1,アジーザム,15.2,11.0,10.0,False,5,25.0,40.2,1.0
